,Longitude,Latitude,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_PCI_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,x,y
638,29.02263,41.10757,-81.4,-10.9,7.2,-87.1,,,,,-13.9,,,,,30.0,40.0,,,,,,102.4,96031.36,92267.95,12.1,3.0,13 (16QAM OR 64QAM / Low SE -QPSK),166.0,64QAM,Rank3,12.1,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434331.3566040695,4576094.6924
639,29.02263,41.10773,-79.4,-10.8,9.5,-84.7,,,,,-15.2,,,,,30.0,40.0,,,,,,102.1,95815.41,,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),72.0,256QAM,Rank3,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434325.4247955843,4576112.5035999995
640,29.02264,41.10619,-83.95,-11.8,6.35,-88.2,,,,,-14.649999999999999,,,,,40.0,23.0,,,,,,103.1,96912.43,94163.77,6.0,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),87.0,256QAM,Rank3,6.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434383.356451996,4575941.0708
641,29.02265,41.10466,-77.75,-10.9,11.0,-87.75,-104.45,,,,-18.8,-25.1,,,,3.0,13.0,68.0,,,,,94.9,98539.43,89205.69,8.6,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),65.0,256QAM,Rank4,8.6,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434440.915673001,4575770.751200001
642,29.02265,41.10735,-82.19999999999999,-10.7,14.3,-90.1,,,,,-16.9,,,,,40.0,30.0,,,,,,101.5,98155.48,94815.32,8.0,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),36.0,256QAM,Rank4,8.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434341.1903555132,4576070.202
643,29.02265,41.10771,,,,,,,,,,,,,,,,,,,,,103.6,96281.94,93299.47,,,,,,,,,17.5,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434327.843809258,4576110.277199999
644,29.02266,41.0996,-118.30000000000001,-12.45,2.4,-124.95,,,,,-18.0,,,,,68.0,59.0,,,,,,134.8,64414.23,79919.01,7.1,10.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),111.0,16QAM,Rank2,7.1,LEVEL_4,22.2,,8.6,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434629.327404491,4575207.472
645,29.02266,41.10612,-90.5,-16.0,-0.6,-85.0,,,,,-12.0,,,,,40.0,40.0,,,,,4.0,109.9,83734.02,93988.97,5.9,3.0,21 (64QAM OR 256QAM / Low SE -16QAM),115.0,256QAM,Rank3,5.9,LEVEL_16,17.5,-6.0,0.0,0,0,0,13.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2434387.6291186954,4575933.278399999
646,29.02266,41.10756,-84.3,-11.8,5.3,-85.6,,,,,-13.3,,,,,30.0,40.0,,,,,,,95790.03,,5.3,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),145.0,64QAM,Rank3,5.3,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434334.24365208,4576093.5792
647,29.02267,41.10605,-91.30000000000001,-15.899999999999999,0.65,-109.15,-86.65,,,,-23.6,-12.75,,,,23.0,3.0,40.0,,,,,109.0,97116.16,,4.5,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),103.0,256QAM,Rank3,4.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434391.0629958464,4575925.4860000005
648,29.02267,41.10608,,,,,,,,,,,,,,,,,,,,,,96404.41,93986.02,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434389.950815483,4575928.8256
649,29.02268,41.10755,-85.0,-12.05,6.3,-84.9,,,,,-12.65,,,,,30.0,40.0,,,,,,102.4,96706.56,93694.06,8.1,0.0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),134.0,64QAM,Rank3,8.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434336.291930452,4576092.466
650,29.02268,41.10769,-79.55,-11.05,8.25,-84.7,,,,,-14.7,,,,,30.0,40.0,,,,,,98.7,96179.08,,8.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),43.0,256QAM,Rank4,8.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434331.1015922,4576108.050799999
651,29.02269,41.10467,-81.5,-11.2,11.7,-87.9,-94.8,,,,-17.5,-21.0,,,,3.0,13.0,68.0,,,,,,,94207.55,10.7,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66.0,256QAM,Rank4,10.7,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434443.9001853294,4575771.8644
652,29.0227,41.09952,-118.95,-12.1,2.95,-127.35,,,,,-19.6,,,,,68.0,59.0,,,,,,136.1,0.0,,0.0,0.0,5 (QPSK OR 16QAM / Low SE -QPSK),16.0,16QAM,Rank2,0.0,LEVEL_16,22.1,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434635.648323442,4575198.5664
653,29.0227,41.10591,-88.9,-14.600000000000001,2.5,-95.9,-89.75,,,,-20.1,-15.2,,,,23.0,3.0,40.0,,,,,108.1,96594.34,,8.9,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),106.0,256QAM,Rank3,8.9,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434398.7695358912,4575909.9012
654,29.0227,41.10594,,,,,,,,,,,,,,,,,,,,,,97321.94,93719.52,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434397.6573574934,4575913.2408
655,29.0227,41.10754,,,,,,,,,,,,,,,,,,,,,,,,11.3,0.0,17 (64QAM OR 256QAM / Low SE -16QAM),125.0,64QAM,Rank3,11.3,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434338.340209261,4576091.3528
656,29.02271,41.10588,,,,,,,,,,,,,,,,,,,,,,96952.32,93617.9,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434400.7205052865,4575906.5616
657,29.02271,41.10597,-89.6,-15.65,1.65,-107.75,-85.35,,,,-24.0,-12.5,,,,23.0,3.0,40.0,,,,,108.2,97623.04,94068.13,10.3,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),99.0,256QAM,Rank3,10.3,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434397.383968942,4575916.5804
658,29.02272,41.10578,-84.85,-13.0,4.4,-96.1,-90.1,,,,-18.3,-15.149999999999999,,,,23.0,3.0,40.0,,,,,104.7,96829.44,,6.2,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),103.0,64QAM,Rank3,6.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434405.2665537875,4575895.4296
659,29.02272,41.10582,,,,,,,,,,,,,,,,,,,,,,96337.92,100668.51,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434403.7836519424,4575899.8824000005
660,29.02272,41.10585,-90.8,-14.399999999999999,1.6,-95.69999999999999,-90.0,,,,-18.4,-14.5,,,,23.0,3.0,40.0,,,,,108.1,95846.4,,6.9,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),101.0,256QAM,Rank3,6.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434402.67147478,4575903.222
661,29.02272,41.10753,-84.0,-11.8,6.3,-84.4,,,,,-14.3,,,,,30.0,40.0,,,,,,101.6,95662.08,92907.3,6.9,0.0,17 (64QAM OR 256QAM / Low SE -16QAM),109.0,64QAM,Rank3,6.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434340.388488506,4576090.2396
662,29.02273,41.10468,-82.8,-11.6,9.4,-87.8,-103.6,,,,-18.6,-24.4,,,,3.0,13.0,68.0,,,,,100.3,97459.08,,8.7,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66.0,256QAM,Rank4,8.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434446.8846965614,4575772.9776
663,29.02273,41.10741,-85.25,-11.15,8.45,-90.2,,,,,-14.15,,,,,40.0,30.0,,,,,,105.1,97479.69,,6.6,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),37.0,256QAM,Rank4,6.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434345.6761147683,4576076.8812
664,29.02273,41.10766,-79.1,-11.3,7.8999999999999995,-83.25,,,,,-14.05,,,,,30.0,40.0,,,,,,97.5,97459.26,94710.07,0.8,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,0.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434336.407653394,4576104.711200001
665,29.02274,41.10572,-79.85,-11.65,5.85,-92.4,-90.80000000000001,,,,-18.9,-20.0,,,,23.0,3.0,40.0,,,,,102.9,94746.52,83242.73,9.2,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),75.0,256QAM,Rank4,9.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434409.1684917463,4575888.750399999
666,29.02274,41.10753,-82.1,-11.7,5.2,-84.6,,,,,-12.9,,,,,30.0,40.0,,,,,,101.1,96460.8,,0.0,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),70.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434342.0660296795,4576090.2396
667,29.02275,41.10569,,,,,,,,,,,,,,,,,,,,,,,93038.0,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434411.119460873,4575885.410800001
668,29.02275,41.10765,,,,,,,,,,,,,,,,,,,,,95.7,97382.4,94174.37,2.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,2.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434338.4559308467,4576103.598
669,29.02276,41.10566,-92.5,-17.65,2.15,-77.8,-105.45,,,,-11.100000000000001,-25.0,,,,23.0,23.0,40.0,,,,5.0,107.8,54456.32,,8.5,1.0,22 (64QAM OR 256QAM / Low SE -16QAM),78.0,256QAM,Rank3,8.5,LEVEL_16,17.5,-12.0,3.2,0,0,0,12.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2434413.0704301,4575882.0712
670,29.02276,41.10752,-86.9,-12.6,6.25,-86.94999999999999,,,,,-12.75,,,,,30.0,40.0,,,,,,105.3,95728.54,93373.03,2.4,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),70.0,256QAM,Rank4,2.4,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434344.1143096173,4576089.1264
671,29.02277,41.10468,-79.3,-11.2,10.4,-90.9,-99.5,,,,-20.1,-23.4,,,,3.0,13.0,68.0,,,,,,97566.72,94133.21,8.9,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),69.0,256QAM,Rank4,8.9,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434450.239924529,4575772.9776
672,29.02277,41.10764,-76.6,-10.6,10.45,-83.9,,,,,-15.65,,,,,30.0,40.0,,,,,,95.0,97320.96,,2.9,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,2.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434340.504208736,4576102.484800001
673,29.02278,41.1056,-87.4,-13.95,1.85,-86.80000000000001,-100.44999999999999,,,,-13.9,-21.95,,,,3.0,23.0,40.0,,,,,105.4,95749.02,93003.37,7.7,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),89.0,256QAM,Rank3,7.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434416.97236885,4575875.392
674,29.02278,41.10743,,,,,,,,,,,,,,,,,,,,,,,88163.44,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434349.1284988853,4576079.1076
675,29.02279,41.09955,-118.6,-12.3,3.1,-126.7,,,,,-19.5,,,,,68.0,59.0,,,,,,134.7,58268.63,,16.9,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),132.0,16QAM,Rank2,16.9,LEVEL_8,22.1,,10.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434642.0861398494,4575201.906
676,29.02279,41.10553,-86.8,-13.399999999999999,2.5999999999999996,-87.7,-95.75,,,,-14.5,-19.45,,,,3.0,23.0,40.0,,,,,105.8,96322.48,93034.36,11.0,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),83.0,256QAM,Rank3,11.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434420.4062363794,4575867.5996
677,29.0228,41.1055,-86.8,-13.3,5.1,-86.3,-91.9,,,,-13.5,-18.2,,,,3.0,23.0,40.0,,,,,,,92028.67,,,,,,Rank3,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434422.3572056233,4575864.26
678,29.0228,41.10752,-87.6,-11.7,5.55,-89.7,,,,,-14.05,,,,,30.0,40.0,,,,,,106.7,95293.44,92488.83,5.8,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),73.0,256QAM,Rank3,5.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434347.469392475,4576089.1264
679,29.0228,41.10762,,,,,,,,,,,,,,,,,,,,,94.4,97448.91,94671.56,2.2,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),26.0,256QAM,Rank4,2.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434343.7619963884,4576100.2584
680,29.02281,41.10469,-76.4,-10.6,11.3,-94.1,-95.1,,,,-23.5,-22.7,,,,3.0,13.0,68.0,,,,,96.8,97136.64,,9.4,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),62.0,256QAM,Rank4,9.4,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434453.224434154,4575774.090799999
681,29.02281,41.10543,-83.0,-11.5,6.3,-90.1,-107.8,,,,-15.7,-25.9,,,,3.0,23.0,40.0,,,,,,,92798.14,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434425.7910710275,4575856.4676
682,29.02281,41.10547,-86.0,-12.6,4.9,-91.3,,,,,-16.4,,,,,3.0,23.0,,,,,,106.0,95970.24,,6.3,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),78.0,256QAM,Rank3,6.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434424.308174966,4575860.920399999
683,29.02282,41.09947,-119.4,-12.45,2.2,-127.5,,,,,-19.3,,,,,68.0,59.0,,,,,,135.1,0.0,,33.3,0.0,13 (16QAM OR 64QAM / Low SE -QPSK),16.0,16QAM,Rank2,33.3,LEVEL_16,22.1,,7.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434647.568198133,4575193.000399999
684,29.02282,41.1054,-82.4,-11.5,7.9,-93.6,-116.9,,,,-19.6,-27.8,,,,3.0,23.0,40.0,,,,,102.2,95903.45,,10.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),77.0,256QAM,Rank3,10.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434427.7420400903,4575853.1280000005
685,29.02282,41.10761,-76.9,-10.75,11.3,-83.6,,,,,-17.15,,,,,30.0,40.0,,,,,,96.4,97526.4,,1.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),29.0,256QAM,Rank4,1.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434345.8102754606,4576099.1452
686,29.02283,41.10536,-81.2,-11.5,7.5,-96.1,-87.8,-91.5,,,-21.6,-15.1,-17.2,,,3.0,13.0,23.0,40.0,,,,,,92609.6,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434430.063732893,4575848.6751999995
687,29.02283,41.10745,-88.65,-12.5,4.6,-88.80000000000001,,,,,-12.65,,,,,40.0,30.0,,,,,,108.0,97812.48,101347.02,8.6,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),39.0,256QAM,Rank4,8.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434352.58088015,4576081.334
688,29.02284,41.10469,-80.1,-11.2,11.0,-89.4,-108.0,,,,-20.1,-24.7,,,,3.0,13.0,68.0,,,,,,97075.2,92938.86,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434455.740854746,4575774.090799999
689,29.02284,41.10533,-81.2,-11.7,6.7,-109.2,-86.1,,,,-27.4,-14.6,,,,3.0,13.0,23.0,,,,,100.8,95779.94,,9.6,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),68.0,256QAM,Rank4,9.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434432.014702059,4575845.3356
690,29.02284,41.1076,,,,,,,,,,,,,,,,,,,,,100.4,97444.48,94396.27,,,,,,,,,17.5,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434347.8585549695,4576098.032
691,29.02285,41.10752,-87.80000000000001,-12.0,7.35,-90.5,,,,,-13.85,,,,,30.0,40.0,,,,,,105.1,95375.36,92727.6,2.6,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),71.0,256QAM,Rank3,2.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434351.663246048,4576089.1264
692,29.02286,41.09952,-117.6,-11.9,2.7,,,,,,,,,,,68.0,,,,,,,133.8,,60660.27,,,,,,Rank2,,,22.2,,11.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434649.0702898246,4575198.5664
693,29.02286,41.10524,-81.5,-11.15,10.399999999999999,-93.4,-90.95,,,,-21.35,-17.35,,,,3.0,13.0,23.0,,,,,101.1,95186.05,92642.55,7.3,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),61.0,256QAM,Rank4,7.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434437.028810312,4575835.3168
694,29.02287,41.10521,-78.0,-10.8,11.7,-100.8,-129.6,,,,-24.9,-34.5,,,,3.0,13.0,23.0,,,,,,,93092.51,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434438.979779491,4575831.9772
695,29.02287,41.10759,-83.35,-11.15,11.25,-87.55,,,,,-15.100000000000001,,,,,30.0,40.0,,,,,,102.1,97520.69,,0.8,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),31.0,256QAM,Rank4,0.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434350.7456047353,4576096.9188
696,29.02288,41.1047,-80.0,-11.0,11.1,-89.9,-102.2,,,,-19.2,-22.3,,,,3.0,13.0,68.0,,,,,98.4,97218.56,,9.4,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),61.0,256QAM,Rank4,9.4,LEVEL_1,17.5,,1.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434458.7253628923,4575775.204
697,29.02288,41.10514,-82.3,-11.1,13.9,-95.3,-99.9,,,,-19.8,-22.3,,,,3.0,13.0,23.0,,,,,,,92782.87,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434442.413639805,4575824.1848
698,29.02288,41.10518,-81.6,-11.2,11.1,-93.8,-101.0,,,,-21.0,-25.9,,,,3.0,13.0,23.0,,,,,98.6,95794.92,,11.7,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),64.0,256QAM,Rank4,11.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434440.9307487686,4575828.6376
699,29.02288,41.10753,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),71.0,256QAM,Rank3,1.7,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434353.808817895,4576090.2396
700,29.02289,41.10511,-78.7,-11.1,17.4,-89.3,-103.2,-109.2,,,-19.6,-26.1,-26.8,,,3.0,13.0,23.0,68.0,,,,99.6,95411.31,,8.3,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),61.0,256QAM,Rank4,8.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434444.364608802,4575820.8452
701,29.02291,41.10753,-85.7,-11.4,8.8,-88.4,,,,,-13.0,,,,,30.0,40.0,,,,,,105.5,95825.92,92624.22,5.2,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),67.0,256QAM,Rank3,5.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434356.325129655,4576090.2396
702,29.02292,41.10505,-76.1,-10.95,23.6,-114.9,-111.9,,,,-29.9,-29.35,,,,3.0,23.0,68.0,,,,,93.9,95738.98,98363.23,11.6,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),67.0,256QAM,Rank4,11.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434449.1053493605,4575814.166
703,29.02292,41.10749,-88.3,-12.75,2.1,-87.1,,,,,-12.0,,,,,40.0,30.0,,,,,,107.9,96952.32,94707.01,9.9,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),42.0,256QAM,Rank3,9.9,LEVEL_1,17.5,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434358.646863029,4576085.7868
704,29.02293,41.09942,-118.94999999999999,-12.1,3.0,,,,,,,,,,,68.0,,,,,,,135.9,0.0,,0.0,0.0,5 (QPSK OR 16QAM / Low SE -QPSK),16.0,16QAM,Rank2,0.0,LEVEL_16,22.2,,10.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434658.6492121196,4575187.434400001
705,29.02293,41.0995,-118.3,-12.25,2.8,,,,,,,,,,,68.0,,,,,,,134.0,49029.12,52973.04,7.3,0.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),105.0,16QAM,Rank2,7.3,LEVEL_4,22.2,,10.6,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434655.68376311,4575196.34
706,29.02293,41.10497,-75.75,-10.75,19.7,-91.9,-110.25,-111.9,,,-22.85,-28.4,-29.4,,,3.0,23.0,68.0,68.0,,,,95.3,95211.52,86477.48,10.8,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),60.0,256QAM,Rank4,10.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434452.9099299093,4575805.2604
707,29.02294,41.10493,-79.8,-11.3,11.6,-111.9,-94.8,-98.4,,,-28.9,-22.6,-23.3,,,3.0,13.0,23.0,68.0,,,,,,92909.48,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434455.231621069,4575800.8076
708,29.02294,41.10757,-81.65,-10.75,10.65,-88.2,,,,,-16.2,,,,,30.0,40.0,,,,,,102.0,97489.87,94664.91,0.2,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),30.0,256QAM,Rank4,0.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434357.3584764204,4576094.6924
709,29.02295,41.1049,-79.5,-11.2,14.6,-99.6,-91.1,-90.0,,,-24.6,-19.8,-15.0,,,3.0,13.0,23.0,68.0,,,,98.9,95892.31,,5.5,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),58.0,256QAM,Rank4,5.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434457.1825903766,4575797.468
710,29.02295,41.10753,-85.0,-11.6,9.9,-87.2,,,,,-14.1,,,,,30.0,40.0,,,,,,103.6,94919.82,,11.1,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),64.0,256QAM,Rank4,11.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434359.6802120027,4576090.2396
711,29.02296,41.1047,-81.4,-11.149999999999999,10.0,-91.4,-91.4,,,,-19.450000000000003,-18.5,,,,3.0,13.0,68.0,,,,,100.0,95518.72,92696.97,8.6,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),61.0,256QAM,Rank4,8.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434465.4358167835,4575775.204
